customer_id,customer_name,customer_email,customer_status,total_rentals,total_revenue,active_rental_days,unique_films_rented,film_revenue,store_id,total_rentals_per_store,total_store_revenue,rental_month,monthly_rentals,monthly_revenue
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,2,5.98,2,2,5.98,1,2,5.98,2005-05,2,5.98
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,4,20.96,3,4,20.96,1,4,20.96,2005-06,4,20.96
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,6,23.94,4,6,23.94,1,6,23.94,2005-07,6,23.94
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,6,19.94,5,6,19.94,1,6,19.94,2005-08,6,19.94
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,3,12.97,3,3,12.97,2,3,12.97,2005-07,3,12.97
303,"WILLIAM SATTERFIELD",WILLIAM.SATTERFIELD@sakilacustomer.org,Active,4,13.96,4,4,13.96,2,4,13.96,2005-08,4,13.96
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,1,10.99,1,1,10.99,1,1,10.99,2005-05,1,10.99
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,3,13.97,3,3,13.97,1,3,13.97,2005-06,3,13.97
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,6,21.94,5,6,21.94,1,6,21.94,2005-07,6,21.94
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,5,19.95,3,5,19.95,1,5,19.95,2005-08,5,19.95
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,2,3.98,2,2,3.98,2,2,3.98,2005-05,2,3.98
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,1,6.99,1,1,6.99,2,1,6.99,2005-06,1,6.99
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,6,30.94,6,6,30.94,2,6,30.94,2005-07,6,30.94
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,Active,2,6.98,2,2,6.98,2,2,6.98,2005-08,2,6.98
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2005-05,1,2.99
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,2,5.98,2,2,5.98,1,2,5.98,2005-06,2,5.98
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,4,19.96,4,4,19.96,1,4,19.96,2005-07,4,19.96
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,4,17.96,4,4,17.96,1,4,17.96,2005-08,4,17.96
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,2,12.98,1,2,12.98,2,2,12.98,2005-06,2,12.98
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,6,24.94,5,6,24.94,2,6,24.94,2005-07,6,24.94
305,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,Active,6,24.94,5,6,24.94,2,6,24.94,2005-08,6,24.94
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,2,10.98,2,2,10.98,1,2,10.98,2005-05,2,10.98
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,1,6.99,1,1,6.99,1,1,6.99,2005-06,1,6.99
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,5,18.95,5,5,18.95,1,5,18.95,2005-07,5,18.95
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,8,33.92,6,8,33.92,1,8,33.92,2005-08,8,33.92
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-06,1,0.99
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,9,34.91,6,9,34.91,2,9,34.91,2005-07,9,34.91
306,"CHARLES KOWALSKI",CHARLES.KOWALSKI@sakilacustomer.org,Active,6,31.94,5,6,31.94,2,6,31.94,2005-08,6,31.94
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,2,6.98,1,2,6.98,1,2,6.98,2005-05,2,6.98
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-06,2,3.98
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,5,22.95,4,5,22.95,1,5,22.95,2005-07,5,22.95
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,4,13.96,4,4,13.96,1,4,13.96,2005-08,4,13.96
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,2,11.98,2,2,11.98,2,2,11.98,2005-05,2,11.98
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,4,18.96,4,4,18.96,2,4,18.96,2005-06,4,18.96
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,8,39.92,6,8,39.92,2,8,39.92,2005-07,8,39.92
307,"JOSEPH JOY",JOSEPH.JOY@sakilacustomer.org,Active,3,15.97,3,3,15.97,2,3,15.97,2005-08,3,15.97
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,1,3.99,1,1,3.99,1,1,3.99,2005-05,1,3.99
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,2,5.98,2,2,5.98,1,2,5.98,2005-06,2,5.98
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,3,11.97,3,3,11.97,1,3,11.97,2005-07,3,11.97
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,4,13.96,2,4,13.96,1,4,13.96,2005-08,4,13.96
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,3,13.97,2,3,13.97,2,3,13.97,2005-06,3,13.97
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,3,15.97,2,3,15.97,2,3,15.97,2005-07,3,15.97
308,"THOMAS GRIGSBY",THOMAS.GRIGSBY@sakilacustomer.org,Active,9,39.91,6,9,39.91,2,9,39.91,2005-08,9,39.91
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-05,1,0.99
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,3,15.97,2,3,15.97,1,3,15.97,2005-06,3,15.97
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,6,22.94,5,6,22.94,1,6,22.94,2005-07,6,22.94
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,2,7.98,2,2,7.98,1,2,7.98,2005-08,2,7.98
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,1,6.99,1,1,6.99,2,1,6.99,2005-05,1,6.99
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,1,9.99,1,1,9.99,2,1,9.99,2005-06,1,9.99
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,10,53.90,9,10,53.90,2,10,53.90,2005-07,10,53.90
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,Active,7,28.93,5,7,28.93,2,7,28.93,2005-08,7,28.93
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-05,1,0.99
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,4,17.96,4,4,17.96,1,4,17.96,2005-06,4,17.96
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,6,32.94,5,5,32.94,1,6,32.94,2005-07,6,32.94
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,1,7.99,1,1,7.99,1,1,7.99,2005-08,1,7.99
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,2,9.98,2,2,9.98,2,2,9.98,2005-06,2,9.98
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,2,8.98,2,2,8.98,2,2,8.98,2005-07,2,8.98
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,Active,4,18.96,4,4,18.96,2,4,18.96,2005-08,4,18.96
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,3,16.97,3,3,16.97,1,3,16.97,2005-05,3,16.97
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-06,1,4.99
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,4,25.96,3,4,25.96,1,4,25.96,2005-07,4,25.96
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,3,5.97,1,3,5.97,1,3,5.97,2005-08,3,5.97
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,2,9.98,2,2,9.98,2,2,9.98,2005-05,2,9.98
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,2,7.98,2,2,7.98,2,2,7.98,2005-06,2,7.98
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,4,19.96,4,4,19.96,2,4,19.96,2005-07,4,19.96
311,"PAUL TROUT",PAUL.TROUT@sakilacustomer.org,Active,4,28.96,3,4,28.96,2,4,28.96,2005-08,4,28.96
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,2,5.98,2,2,5.98,1,2,5.98,2005-05,2,5.98
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-06,1,0.99
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,5,16.95,4,5,16.95,1,5,16.95,2005-07,5,16.95
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,3,10.97,3,3,10.97,1,3,10.97,2005-08,3,10.97
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,2,11.98,1,2,11.98,2,2,11.98,2005-05,2,11.98
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,1,3.99,1,1,3.99,2,1,3.99,2005-06,1,3.99
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,6,31.94,4,6,31.94,2,6,31.94,2005-07,6,31.94
312,"MARK RINEHART",MARK.RINEHART@sakilacustomer.org,Active,6,21.94,6,6,21.94,2,6,21.94,2005-08,6,21.94
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,3,4.97,2,3,4.97,1,3,4.97,2005-05,3,4.97
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,2,10.98,2,2,10.98,1,2,10.98,2005-06,2,10.98
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-07,2,3.98
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,5,25.95,4,5,25.95,1,5,25.95,2005-08,5,25.95
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-05,1,4.99
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-06,1,4.99
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,5,20.95,5,5,20.95,2,5,20.95,2005-07,5,20.95
313,"DONALD MAHON",DONALD.MAHON@sakilacustomer.org,Active,4,12.96,3,4,12.96,2,4,12.96,2005-08,4,12.96
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,2,10.98,2,2,10.98,1,2,10.98,2005-05,2,10.98
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,2,6.98,1,2,6.98,1,2,6.98,2005-06,2,6.98
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,8,39.92,6,8,39.92,1,8,39.92,2005-07,8,39.92
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,3,10.97,3,3,10.97,1,3,10.97,2005-08,3,10.97
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,10,27.90,8,8,27.90,2,10,27.90,2005-07,10,27.90
314,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,Active,8,34.92,5,8,34.92,2,8,34.92,2005-08,8,34.92
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,1,4.99,1,1,4.99,1,1,4.99,2005-05,1,4.99
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,5,30.95,4,5,30.95,1,5,30.95,2005-07,5,30.95
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,3,10.97,3,3,10.97,1,3,10.97,2005-08,3,10.97
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,1,2.99,1,1,2.99,1,1,2.99,2006-02,1,2.99
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,1,8.99,1,1,8.99,2,1,8.99,2005-05,1,8.99
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,1,2.99,1,1,2.99,2,1,2.99,2005-06,1,2.99
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,3,16.97,2,3,16.97,2,3,16.97,2005-07,3,16.97
315,"KENNETH GOODEN",KENNETH.GOODEN@sakilacustomer.org,Inactive,2,5.98,1,2,5.98,2,2,5.98,2005-08,2,5.98
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,3,15.97,3,3,15.97,1,3,15.97,2005-05,3,15.97
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,4,20.96,3,4,20.96,1,4,20.96,2005-06,4,20.96
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,6,23.94,6,6,23.94,1,6,23.94,2005-07,6,23.94
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,6,21.94,5,6,21.94,1,6,21.94,2005-08,6,21.94
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,3,14.97,3,3,14.97,2,3,14.97,2005-06,3,14.97
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,6,31.94,3,5,31.94,2,6,31.94,2005-07,6,31.94
316,"STEVEN CURLEY",STEVEN.CURLEY@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-08,1,2.99
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,2,9.98,2,2,9.98,1,2,9.98,2005-06,2,9.98
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,5,18.95,5,5,18.95,1,5,18.95,2005-07,5,18.95
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,8,31.92,7,8,31.92,1,8,31.92,2005-08,8,31.92
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,1,6.99,1,1,6.99,2,1,6.99,2005-05,1,6.99
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-06,1,0.99
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,7,31.93,5,7,31.93,2,7,31.93,2005-07,7,31.93
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,3,12.97,2,3,12.97,2,3,12.97,2005-08,3,12.97
317,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2006-02,1,0.99
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,1,9.99,1,1,9.99,1,1,9.99,2005-05,1,9.99
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-06,1,0.99
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,4,13.96,3,4,13.96,1,4,13.96,2005-07,4,13.96
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2005-08,1,2.99
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,3,13.97,2,3,13.97,2,3,13.97,2005-06,3,13.97
318,"BRIAN WYMAN",BRIAN.WYMAN@sakilacustomer.org,Active,2,10.98,2,2,10.98,2,2,10.98,2005-07,2,10.98
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,2,13.98,2,2,13.98,1,2,13.98,2005-05,2,13.98
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,3,13.97,2,3,13.97,1,3,13.97,2005-06,3,13.97
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,4,17.96,3,4,17.96,1,4,17.96,2005-07,4,17.96
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,3,12.97,2,3,12.97,1,3,12.97,2005-08,3,12.97
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,3,7.97,3,3,7.97,2,3,7.97,2005-06,3,7.97
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,8,34.92,6,8,34.92,2,8,34.92,2005-07,8,34.92
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,Active,6,27.94,4,6,27.94,2,6,27.94,2005-08,6,27.94
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,4,15.96,3,4,15.96,1,4,15.96,2005-06,4,15.96
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,7,20.93,5,7,20.93,1,7,20.93,2005-07,7,20.93
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-08,2,3.98
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,1,7.99,1,1,7.99,2,1,7.99,2005-06,1,7.99
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,4,18.96,3,4,18.96,2,4,18.96,2005-07,4,18.96
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,Active,2,3.98,2,2,3.98,2,2,3.98,2005-08,2,3.98
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,1,5.99,1,1,5.99,1,1,5.99,2005-05,1,5.99
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,1,5.99,1,1,5.99,1,1,5.99,2005-06,1,5.99
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,5,20.95,5,5,20.95,1,5,20.95,2005-07,5,20.95
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,4,23.96,2,4,23.96,1,4,23.96,2005-08,4,23.96
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,2,9.98,2,2,9.98,2,2,9.98,2005-05,2,9.98
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-06,1,0.99
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,5,29.95,5,5,29.95,2,5,29.95,2005-07,5,29.95
321,"KEVIN SCHULER",KEVIN.SCHULER@sakilacustomer.org,Active,3,18.97,3,3,18.97,2,3,18.97,2005-08,3,18.97
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,1,4.99,1,1,4.99,1,1,4.99,2005-05,1,4.99
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,4,17.96,3,4,17.96,1,4,17.96,2005-06,4,17.96
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,4,18.96,4,4,18.96,1,4,18.96,2005-07,4,18.96
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,3,14.97,2,3,14.97,1,3,14.97,2005-08,3,14.97
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,1,0.99,1,1,0.99,2,1,0.99,2005-05,1,0.99
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,3,22.97,3,3,22.97,2,3,22.97,2005-06,3,22.97
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,8,26.92,6,8,26.92,2,8,26.92,2005-07,8,26.92
322,"JASON MORRISSEY",JASON.MORRISSEY@sakilacustomer.org,Active,4,20.96,2,4,20.96,2,4,20.96,2005-08,4,20.96
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,3,13.97,3,3,13.97,1,3,13.97,2005-05,3,13.97
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,8,28.92,7,8,28.92,1,8,28.92,2005-07,8,28.92
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,5,20.95,4,5,20.95,1,5,20.95,2005-08,5,20.95
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,3,8.97,3,3,8.97,2,3,8.97,2005-06,3,8.97
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,7,29.93,5,7,29.93,2,7,29.93,2005-07,7,29.93
323,"MATTHEW MAHAN",MATTHEW.MAHAN@sakilacustomer.org,Active,5,11.95,4,5,11.95,2,5,11.95,2005-08,5,11.95
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,1,3.99,1,1,3.99,1,1,3.99,2005-05,1,3.99
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,2,3.98,2,2,3.98,1,2,3.98,2005-06,2,3.98
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,6,25.94,4,6,25.94,1,6,25.94,2005-07,6,25.94
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,4,17.96,4,4,17.96,1,4,17.96,2005-08,4,17.96
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2006-02,1,2.99
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,6,24.94,6,6,24.94,2,6,24.94,2005-07,6,24.94
324,"GARY COY",GARY.COY@sakilacustomer.org,Active,5,23.95,5,5,23.95,2,5,23.95,2005-08,5,23.95
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,2,9.98,1,2,9.98,1,2,9.98,2005-06,2,9.98
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,4,16.96,4,4,16.96,1,4,16.96,2005-07,4,16.96
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,6,23.94,6,6,23.94,1,6,23.94,2005-08,6,23.94
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,1,5.99,1,1,5.99,2,1,5.99,2005-05,1,5.99
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-06,1,2.99
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,6,24.94,6,6,24.94,2,6,24.94,2005-07,6,24.94
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,Active,2,6.98,2,2,6.98,2,2,6.98,2005-08,2,6.98
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,2,10.98,2,2,10.98,1,2,10.98,2005-05,2,10.98
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,1,0.99,1,1,0.99,1,1,0.99,2005-06,1,0.99
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,7,25.93,5,7,25.93,1,7,25.93,2005-07,7,25.93
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,2,1.98,2,2,1.98,1,2,1.98,2005-08,2,1.98
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,1,4.99,1,1,4.99,2,1,4.99,2005-05,1,4.99
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,3,14.97,3,3,14.97,2,3,14.97,2005-06,3,14.97
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,5,20.95,4,5,20.95,2,5,20.95,2005-07,5,20.95
326,"JOSE ANDREW",JOSE.ANDREW@sakilacustomer.org,Active,4,15.96,2,4,15.96,2,4,15.96,2005-08,4,15.96
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,1,6.99,1,1,6.99,1,1,6.99,2005-05,1,6.99
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,2,9.98,2,2,9.98,1,2,9.98,2005-06,2,9.98
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,5,12.95,5,5,12.95,1,5,12.95,2005-07,5,12.95
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,9,39.91,5,9,39.91,1,9,39.91,2005-08,9,39.91
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,1,2.99,1,1,2.99,1,1,2.99,2006-02,1,2.99
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,4,20.96,4,4,20.96,2,4,20.96,2005-06,4,20.96
327,"LARRY THRASHER",LARRY.THRASHER@sakilacustomer.org,Active,4,18.96,3,4,18.96,2,4,18.96,2005-08,4,18.96
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,3,11.97,3,3,11.97,1,3,11.97,2005-06,3,11.97
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,3,14.97,2,3,14.97,1,3,14.97,2005-07,3,14.97
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,4,14.96,4,4,14.96,1,4,14.96,2005-08,4,14.96
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,1,2.99,1,1,2.99,2,1,2.99,2005-05,1,2.99
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,2,9.98,2,2,9.98,2,2,9.98,2005-06,2,9.98
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,3,9.97,3,3,9.97,2,3,9.97,2005-07,3,9.97
328,"JEFFREY SPEAR",JEFFREY.SPEAR@sakilacustomer.org,Active,7,25.93,5,7,25.93,2,7,25.93,2005-08,7,25.93
329,"FRANK WAGGONER",FRANK.WAGGONER@sakilacustomer.org,Active,6,16.94,4,6,16.94,1,6,16.94,2005-06,6,16.94
329,"FRANK WAGGONER",FRANK.WAGGONER@sakilacustomer.org,Active,7,20.93,5,7,20.93,1,7,20.93,2005-07,7,20.93
329,"FRANK WAGGONER",FRANK.WAGGONER@sakilacustomer.org,Active,5,26.95,4,5,26.95,1,5,26.95,2005-08,5,26.95
